0;0.96
1;1.0
2;0.884736
3;0.998816
4;0.921984
5;1.0
6;0.958464
7;1.04
8;0.96
9;0.921984
10;1.0
11;0.9604
12;0.9604
13;1.0
14;1.04
15;0.96
16;1.0
17;0.9216
18;0.96
19;0.921984
20;1.04
21;0.958464
22;1.0
23;1.0
24;0.9216
25;0.998816
26;0.998816
27;1.04
28;1.0
29;0.884736
30;0.96
31;1.0
32;0.96
33;1.04
34;1.0
35;0.958464
36;0.96
37;0.998816
38;0.9604
39;0.958464
40;0.998816
41;0.9604
42;0.9216
43;1.0
44;1.04
45;0.96
46;1.04
47;1.0
48;0.958464
49;0.96
50;0.9604
51;0.9216
52;1.04
53;0.96
54;0.958464
55;0.998816
56;1.0
57;0.9604
58;0.96
59;0.96
60;1.0
61;0.96
62;0.998816
63;0.9604
64;0.998816
65;1.0
66;0.96
67;1.0
68;0.9604
69;0.998816
70;0.998816
71;0.998816
72;1.0
73;1.04
74;1.0
75;0.9604
76;0.884736
77;0.96
78;1.0
79;0.96
80;0.884736
81;0.96
82;0.998816
83;0.884736
84;1.04
85;0.96
86;0.9604
87;0.998816
88;1.0
89;0.96
90;1.04
91;0.96
92;0.921984
93;0.9604
94;0.9604
95;1.04
96;1.0
97;1.04
98;0.96
99;0.96
100;0.884736
101;0.9604
102;1.04
103;1.0
104;1.0
105;0.998816
106;0.96
107;0.9604
108;1.04
109;0.921984
110;0.998816
111;1.04
112;0.96
113;0.998816
114;0.9604
115;0.9604
116;0.96
117;0.921984
118;0.96
119;1.0
120;0.96
121;1.0
122;0.9604
123;0.998816
124;0.9216
125;1.0
126;0.998816
127;0.884736
128;0.921984
129;1.04
130;1.0
131;0.9604
132;0.9604
133;1.04
134;0.998816
135;0.9604
136;0.96
137;1.04
138;0.921984
139;0.958464
140;1.0
141;0.9604
142;1.0
143;0.9216
144;0.9604
145;0.884736
146;1.0
147;0.96
148;1.04
149;1.0
150;1.0
151;0.96
152;1.0
153;1.04
154;1.0
155;0.998816
156;1.04
157;0.998816
158;0.9604
159;1.0
160;1.0
161;0.96
162;1.0
163;1.04
164;1.04
165;0.884736
166;1.0
167;0.998816
168;0.96
169;1.0
170;0.9604
171;1.0
172;0.96
173;0.921984
174;0.958464
175;0.921984
176;0.9604
177;0.921984
178;1.0
179;0.9604
180;1.04
181;0.9216
182;0.96
183;1.0
184;1.04
185;0.96
186;1.04
187;0.998816
188;0.96
189;1.04
190;0.96
191;0.9216
192;0.9604
193;0.9604
194;0.96
195;0.96
196;0.96
197;1.0
198;0.921984
199;0.9604
200;1.0
201;1.04
202;0.96
203;0.921984
204;0.921984
205;0.96
206;0.96
207;1.04
208;0.96
209;0.921984
210;0.96
211;0.9216
212;0.921984
213;0.9604
214;0.9604
215;1.04
216;1.0
217;1.04
218;0.998816
219;1.04
220;0.9604
221;0.9216
222;1.04
223;0.96
224;1.0
225;1.04
226;0.9216
227;1.0
228;0.958464
229;0.9604
230;1.0
231;1.04
232;0.998816
233;0.998816
234;0.998816
235;0.921984
236;1.04
237;0.96
238;1.04
239;1.0
240;0.9604
241;0.958464
242;0.998816
243;0.96
244;0.921984
245;0.96
246;0.921984
247;0.998816
248;0.998816
249;1.04
250;0.96
251;0.998816
252;0.96
253;1.0
254;0.9216
255;1.04
256;0.921984
257;1.04
258;0.96
259;0.96
260;0.921984
261;0.9216
262;0.9604
263;0.921984
264;0.998816
265;0.9604
266;0.921984
267;1.04
268;1.04
269;0.96
270;1.04
271;0.96
272;0.96
273;0.9216
274;1.0
275;0.96
276;0.921984
277;0.998816
278;1.0
279;0.96
280;1.04
281;0.921984
282;0.958464
283;0.998816
284;0.9604
285;1.0
286;1.04
287;1.04
288;1.0
289;0.998816
290;0.998816
291;0.998816
292;0.998816
293;0.884736
294;1.04
295;0.9604
296;0.958464
297;0.9216
298;0.96
299;1.0
300;0.921984
301;1.0
302;0.9604
303;0.884736
304;0.96
305;0.921984
306;1.0
307;1.0
308;1.0
309;0.958464
310;0.9604
311;0.958464
312;1.0
313;0.921984
314;1.0
315;0.998816
316;0.998816
317;0.921984
318;0.921984
319;0.9604
320;1.0
321;0.96
322;1.0
323;0.96
324;0.9604
325;0.958464
326;0.921984
327;0.921984
328;1.04
329;0.9604
330;0.958464
331;0.921984
332;0.921984
333;0.921984
334;1.04
335;1.04
336;0.958464
337;0.958464
338;0.998816
339;0.96
340;0.9604
341;1.04
342;0.9604
343;0.9604
344;1.04
345;1.04
346;0.884736
347;0.9604
