0;1.04
1;0.958464
2;1.0
3;0.921984
4;0.998816
5;0.921984
6;0.884736
7;0.96
8;0.9604
9;1.04
10;1.0
11;0.958464
12;0.9604
13;0.9604
14;1.04
15;0.921984
16;1.0
17;0.884736
18;1.0
19;1.0
20;1.0
21;1.0
22;0.921984
23;0.921984
24;0.9604
25;1.0
26;0.998816
27;1.0
28;0.998816
29;0.96
30;0.921984
31;1.04
32;0.884736
33;1.04
34;0.96
35;0.921984
36;1.0
37;0.998816
38;0.9216
39;0.9216
40;1.04
41;0.921984
42;0.9604
43;0.9604
44;0.9604
45;0.884736
46;1.04
47;0.884736
48;0.9604
49;0.9604
50;0.958464
51;0.9604
52;0.9604
53;0.96
54;0.8836
55;1.0
56;0.921984
57;0.96
58;0.921984
59;0.96
60;0.884736
61;0.8836
62;0.9216
63;1.04
64;0.96
65;0.921984
66;0.884736
67;0.921984
68;0.884736
69;0.921984
70;0.9604
71;0.998816
72;0.958464
73;0.921984
74;1.0
75;0.921984
76;0.884736
77;1.04
78;0.921984
79;0.998816
80;0.958464
81;0.921984
82;0.998816
83;0.998816
84;0.958464
85;0.958464
86;0.921984
87;0.998816
88;1.04
89;0.921984
90;0.9216
91;1.0
92;1.04
93;1.04
94;1.0
95;1.04
96;0.9604
97;1.04
98;0.9604
99;1.04
100;0.921984
101;0.9604
102;1.0
103;0.9604
104;0.958464
105;0.96
106;0.9216
107;0.998816
108;0.958464
109;0.884736
110;1.0
111;0.958464
112;0.921984
113;0.9604
114;0.9604
115;1.0
116;1.0
117;0.921984
118;0.884736
119;0.9216
120;1.0
121;0.9604
122;0.998816
123;1.0
124;0.958464
125;0.884736
126;1.0
127;0.96
128;0.921984
129;0.9604
130;1.04
131;1.0
132;0.9216
133;0.96
134;0.998816
135;0.9604
136;0.9604
137;0.9604
138;0.998816
139;0.96
140;0.998816
141;0.921984
142;0.998816
143;1.0
144;1.04
145;1.0
146;1.04
147;0.96
148;0.998816
149;0.96
150;0.998816
151;0.96
152;0.998816
153;1.04
154;0.884736
155;0.9216
156;0.958464
157;0.998816
158;1.04
159;0.998816
160;0.998816
161;0.884736
162;0.921984
163;0.921984
164;1.04
165;0.921984
166;0.958464
167;0.9604
168;0.958464
169;0.998816
170;0.96
171;0.96
172;0.9604
173;0.921984
174;1.0
175;1.04
176;0.9216
177;0.921984
178;0.96
179;0.998816
180;0.9604
181;0.921984
182;0.921984
183;0.9604
184;0.884736
185;0.884736
186;0.9604
187;0.9604
188;0.9604
189;0.921984
190;0.998816
191;0.998816
192;0.9216
193;1.04
194;0.921984
195;0.9216
196;0.9604
197;0.998816
198;0.921984
199;0.884736
200;0.9604
201;0.9216
202;0.884736
203;0.921984
204;0.998816
205;0.958464
206;0.998816
207;0.998816
208;1.04
209;0.9604
210;0.921984
211;0.9604
212;1.0
213;1.04
214;0.998816
215;0.9604
216;0.96
217;1.04
218;0.96
219;0.921984
220;0.96
221;1.04
222;0.884736
223;0.96
224;0.9604
225;1.0
226;0.998816
227;1.04
228;1.04
229;0.998816
230;0.884736
231;0.958464
232;0.998816
233;0.9604
234;0.998816
235;0.921984
236;1.0
237;1.0
238;1.0
239;1.04
240;0.921984
241;1.0
242;0.9216
243;1.04
244;0.9216
245;1.04
246;0.998816
247;0.9604
248;0.921984
249;0.9216
250;1.04
251;0.96
252;0.921984
253;0.921984
254;0.9604
255;0.921984
256;0.9604
257;0.96
258;1.04
259;1.04
260;0.998816
261;0.958464
262;1.0
263;1.04
264;0.884736
265;0.998816
266;1.0
267;0.884736
268;0.9604
269;0.998816
270;0.998816
271;1.04
272;1.04
273;0.921984
274;0.958464
275;0.921984
276;0.998816
277;0.9216
278;1.04
279;0.9604
280;0.998816
281;0.921984
282;1.0
283;0.998816
284;1.04
285;0.958464
286;0.998816
287;0.96
288;0.9604
289;0.9216
290;0.96
291;0.921984
292;0.921984
293;0.998816
294;0.96
295;0.884736
296;0.9216
297;0.9216
298;0.958464
299;0.9604
300;0.958464
301;0.921984
302;0.958464
303;1.04
304;1.04
305;1.0
306;0.9216
307;0.998816
308;0.998816
309;0.9216
310;0.96
311;0.921984
312;0.96
313;1.0
314;0.998816
315;0.998816
316;1.0
317;0.921984
318;0.96
319;0.96
320;0.921984
321;0.998816
322;0.884736
323;1.04
324;0.9604
325;0.958464
326;0.998816
327;0.921984
328;0.921984
329;0.884736
330;0.921984
331;0.921984
332;0.958464
333;0.958464
334;0.998816
335;0.9604
336;1.04
337;0.9604
338;0.9604
339;1.0
340;0.884736
341;0.958464
342;1.0
343;1.04
344;0.96
345;0.96
346;0.998816
347;0.921984
348;0.921984
349;1.0
350;0.958464
351;1.0
352;1.0
353;0.884736
354;0.998816
355;1.04
356;0.9604
357;0.9604
358;1.0
359;1.0
360;0.884736
361;1.04
362;0.921984
363;0.9604
364;0.9604
365;0.884736
366;1.0
367;0.9604
368;1.0
369;1.0
370;0.9604
371;0.998816
372;1.0
373;0.9604
374;0.9604
375;0.96
376;0.9216
377;0.958464
378;1.0
379;1.0
380;0.921984
381;0.96
382;0.998816
383;0.921984
384;1.04
385;1.04
386;0.921984
387;0.958464
388;0.921984
389;0.9604
390;0.9216
391;1.04
392;0.921984
393;1.0
394;0.921984
395;0.998816
396;0.921984
397;0.958464
398;0.998816
399;1.04
400;1.0
401;0.998816
402;0.958464
403;1.04
404;0.921984
405;0.9604
406;0.9604
407;0.9604
408;0.96
409;0.884736
410;0.9604
411;0.96
412;1.0
413;0.921984
414;0.921984
415;0.96
416;1.0
417;0.958464
418;0.998816
419;0.96
420;0.921984
421;0.921984
422;0.96
423;0.921984
424;0.998816
425;0.998816
426;0.958464
427;1.0
428;0.9216
429;0.998816
430;0.921984
431;1.04
432;0.921984
433;0.9604
434;1.0
435;1.04
436;0.921984
437;1.04
438;0.998816
439;0.9604
440;0.96
441;0.9604
442;0.9604
443;0.96
444;0.884736
445;0.9216
446;0.884736
447;0.96
448;0.9216
449;1.04
450;1.04
451;0.9604
452;0.9604
453;0.9604
454;0.921984
455;1.0
456;0.9216
457;0.96
458;0.9604
459;0.9604
460;0.96
461;1.0
462;0.921984
463;1.0
464;0.958464
465;0.9604
466;0.921984
467;0.998816
468;0.958464
469;0.958464
470;0.921984
471;0.921984
472;0.9216
473;1.04
474;0.8836
475;1.04
476;1.0
477;0.958464
478;0.884736
479;0.9604
480;1.0
481;0.998816
482;0.9604
483;0.9604
484;1.0
485;0.9604
486;0.96
487;0.9604
488;1.0
489;0.9604
490;1.04
491;0.998816
492;0.921984
493;0.921984
494;0.921984
495;0.9216
496;0.921984
497;1.0
498;0.9604
499;0.9604
